booking_no,created_at,journey_date,account_no,provider_code,travel_product,channel,destination,currency_code,total_booking_amount,service_revenue,supplier_cost,booking_state
ID-BK-0025650,2026-02-17,2026-03-27,ID-CUST-0001,ID-SUP-005,HOTEL,ONLINE,CN,IDR,4525271.25,413638.63,253553.26,Confirmed
ID-BK-0025651,2025-02-26,2025-03-11,ID-CUST-0040,ID-SUP-028,HOTEL,MANUAL,TH,IDR,46643558.9,0.0,0.0,Cancelled
ID-BK-0025652,2026-06-03,2026-07-10,ID-CUST-0069,ID-SUP-070,AIR,ONLINE,GB,IDR,18250879.93,1207724.36,825745.31,Confirmed
ID-BK-0025653,2025-03-08,2025-04-17,ID-CUST-0232,ID-SUP-068,AIR,ONLINE,CN,IDR,6874786.47,805372.99,505436.24,Confirmed
ID-BK-0025654,2026-04-28,2026-05-23,ID-CUST-0205,ID-SUP-001,AIR,ONLINE,AU,IDR,9663336.41,1282088.49,748191.62,Confirmed
ID-BK-0025655,2026-07-12,2026-07-19,ID-CUST-0127,ID-SUP-062,AIR,ONLINE,MY,IDR,19468997.14,2224861.83,1930566.35,Confirmed
ID-BK-0025656,2026-07-13,2026-08-19,ID-CUST-0201,ID-SUP-013,OTHER,MANUAL,AU,IDR,11816963.27,1532887.72,1320944.2,Confirmed
ID-BK-0025657,2026-07-27,2026-08-07,ID-CUST-0058,ID-SUP-014,HOTEL,MANUAL,ID,IDR,12215871.23,1462334.93,1052913.94,Confirmed
ID-BK-0025658,2026-07-11,2026-07-24,ID-CUST-0221,ID-SUP-008,OTHER,ONLINE,AU,IDR,20643940.2,2363076.87,1804650.82,Confirmed
ID-BK-0025659,2025-02-18,2025-03-08,ID-CUST-0104,ID-SUP-049,HOTEL,MANUAL,JP,IDR,12988487.78,1190744.81,1019001.74,Confirmed
ID-BK-0025660,2026-02-16,2026-03-09,ID-CUST-0071,ID-SUP-051,HOTEL,MANUAL,ID,IDR,6487727.18,452015.86,279555.48,Confirmed
ID-BK-0025661,2025-08-19,2025-08-27,ID-CUST-0027,ID-SUP-055,OTHER,ONLINE,SG,IDR,15356683.98,1601805.51,1376010.63,Confirmed
ID-BK-0025662,2025-07-27,2025-08-12,ID-CUST-0254,ID-SUP-067,AIR,MANUAL,VN,IDR,12661935.04,0.0,0.0,Cancelled
ID-BK-0025663,2026-03-16,2026-03-25,ID-CUST-0149,ID-SUP-042,HOTEL,ONLINE,TH,IDR,22133340.67,2345011.5,1967491.05,Confirmed
ID-BK-0025664,2024-09-19,2024-10-25,ID-CUST-0043,ID-SUP-061,AIR,ONLINE,VN,IDR,18354232.55,0.0,0.0,Cancelled
ID-BK-0025665,2025-10-06,2025-11-17,ID-CUST-0121,ID-SUP-034,GROUND,ONLINE,SG,IDR,14312777.26,2221503.44,1424497.41,Confirmed
ID-BK-0025666,2024-11-03,2024-11-28,ID-CUST-0112,ID-SUP-008,HOTEL,MANUAL,CN,IDR,17839778.05,2628152.44,2017211.04,Confirmed
ID-BK-0025667,2025-04-30,2025-06-06,ID-CUST-0240,ID-SUP-049,AIR,MANUAL,US,IDR,24853705.41,1611984.72,1106763.78,Confirmed
ID-BK-0025668,2026-01-16,2026-01-31,ID-CUST-0260,ID-SUP-041,OTHER,ONLINE,GB,IDR,12223770.57,1009605.08,666459.69,Confirmed
ID-BK-0025669,2025-03-27,2025-05-25,ID-CUST-0104,ID-SUP-029,AIR,ONLINE,US,IDR,52130402.73,6561375.22,5434704.48,Confirmed
ID-BK-0025670,2024-09-24,2024-10-09,ID-CUST-0178,ID-SUP-017,HOTEL,MANUAL,AU,IDR,4663546.58,709111.34,506581.65,Confirmed
ID-BK-0025671,2025-05-31,2025-06-09,ID-CUST-0184,ID-SUP-056,AIR,MANUAL,VN,IDR,5239679.99,800654.95,445702.59,Confirmed
ID-BK-0025672,2026-01-14,2026-01-28,ID-CUST-0081,ID-SUP-012,GROUND,ONLINE,MY,IDR,11691960.19,1790516.56,1389751.62,Confirmed
ID-BK-0025673,2025-07-09,2025-07-17,ID-CUST-0229,ID-SUP-011,AIR,MANUAL,GB,IDR,30036718.56,4704231.6,2881250.33,Confirmed
ID-BK-0025674,2026-07-11,2026-07-27,ID-CUST-0254,ID-SUP-029,GROUND,ONLINE,MY,IDR,28223463.78,4092502.75,2769059.94,Confirmed
ID-BK-0025675,2026-02-15,2026-04-11,ID-CUST-0223,ID-SUP-031,AIR,ONLINE,US,IDR,10818458.38,861658.67,572612.55,Confirmed
ID-BK-0025676,2026-06-24,2026-07-08,ID-CUST-0211,ID-SUP-035,AIR,ONLINE,MY,IDR,4748527.7,609600.77,478499.23,Confirmed
ID-BK-0025677,2024-10-31,2024-11-06,ID-CUST-0008,ID-SUP-050,AIR,MANUAL,ID,IDR,25759014.54,1907964.24,1627985.54,Confirmed
ID-BK-0025678,2024-10-22,2024-11-27,ID-CUST-0094,ID-SUP-022,HOTEL,MANUAL,VN,IDR,29421194.53,0.0,0.0,Cancelled
ID-BK-0025679,2024-12-05,2024-12-24,ID-CUST-0235,ID-SUP-025,AIR,ONLINE,CN,IDR,19063857.03,0.0,0.0,Cancelled
ID-BK-0025680,2026-03-30,2026-04-14,ID-CUST-0076,ID-SUP-003,GROUND,MANUAL,TH,IDR,11804361.15,1079634.67,595533.08,Confirmed
ID-BK-0025681,2025-12-27,2026-02-04,ID-CUST-0163,ID-SUP-008,AIR,ONLINE,US,IDR,27804642.6,2901125.52,1724572.73,Confirmed
ID-BK-0025682,2025-07-10,2025-07-21,ID-CUST-0140,ID-SUP-023,HOTEL,MANUAL,MY,IDR,8034497.48,491469.77,299750.36,Confirmed
ID-BK-0025683,2026-08-01,2026-08-15,ID-CUST-0043,ID-SUP-015,AIR,MANUAL,VN,IDR,30824406.87,4784995.08,2973212.19,Confirmed
ID-BK-0025684,2025-07-07,2025-07-16,ID-CUST-0158,ID-SUP-051,GROUND,MANUAL,AU,IDR,39785161.09,3477359.48,2979033.36,Confirmed
ID-BK-0025685,2026-05-22,2026-06-02,ID-CUST-0180,ID-SUP-042,GROUND,ONLINE,TH,IDR,9154335.25,603933.21,380002.5,Confirmed
ID-BK-0025686,2025-01-12,2025-02-12,ID-CUST-0242,ID-SUP-030,HOTEL,ONLINE,GB,IDR,8755934.98,679378.97,594203.21,Confirmed
ID-BK-0025687,2025-10-28,2025-11-24,ID-CUST-0210,ID-SUP-023,GROUND,MANUAL,SG,IDR,18568007.93,2314322.22,1603874.79,Confirmed
ID-BK-0025688,2025-04-07,2025-05-10,ID-CUST-0010,ID-SUP-030,HOTEL,ONLINE,MY,IDR,5812515.37,693208.28,574637.0,Confirmed
ID-BK-0025689,2026-04-24,2026-06-03,ID-CUST-0209,ID-SUP-052,AIR,ONLINE,US,IDR,8651306.25,1170657.65,905243.41,Confirmed
ID-BK-0025690,2025-02-20,2025-02-26,ID-CUST-0117,ID-SUP-010,AIR,ONLINE,ID,IDR,29681867.54,4463475.38,3187639.71,Confirmed
ID-BK-0025691,2025-04-10,2025-04-19,ID-CUST-0183,ID-SUP-024,HOTEL,MANUAL,US,IDR,9623211.39,788992.46,611062.92,Confirmed
ID-BK-0025692,2026-06-11,2026-07-21,ID-CUST-0218,ID-SUP-008,AIR,ONLINE,GB,IDR,11181486.11,1725871.12,1162311.21,Confirmed
ID-BK-0025693,2024-10-10,2024-11-12,ID-CUST-0158,ID-SUP-048,HOTEL,MANUAL,SG,IDR,19319239.14,3017279.28,2355843.54,Confirmed
ID-BK-0025694,2024-12-04,2024-12-20,ID-CUST-0009,ID-SUP-058,AIR,MANUAL,TH,IDR,15229927.56,1335693.46,947842.47,Confirmed
ID-BK-0025695,2026-01-08,2026-01-15,ID-CUST-0095,ID-SUP-008,OTHER,ONLINE,GB,IDR,6094259.4,881473.28,700100.09,Confirmed
ID-BK-0025696,2024-10-15,2024-10-27,ID-CUST-0063,ID-SUP-026,AIR,MANUAL,AU,IDR,45709798.93,4529151.23,3314327.04,Confirmed
ID-BK-0025697,2025-07-18,2025-08-08,ID-CUST-0142,ID-SUP-009,HOTEL,MANUAL,ID,IDR,19023568.84,1653752.2,976191.05,Confirmed
ID-BK-0025698,2024-09-16,2024-10-06,ID-CUST-0086,ID-SUP-022,AIR,MANUAL,CN,IDR,8371157.44,820245.69,505397.09,Confirmed
ID-BK-0025699,2025-05-08,2025-05-30,ID-CUST-0023,ID-SUP-009,AIR,MANUAL,AU,IDR,18509011.86,2430489.06,1458151.3,Confirmed
ID-BK-0025700,2024-12-23,2025-01-11,ID-CUST-0200,ID-SUP-007,HOTEL,MANUAL,ID,IDR,16147370.16,1358891.46,843449.58,Confirmed
ID-BK-0025701,2025-02-21,2025-03-04,ID-CUST-0158,ID-SUP-056,AIR,MANUAL,MY,IDR,5128103.4,369453.43,302534.02,Confirmed
ID-BK-0025702,2026-06-07,2026-06-30,ID-CUST-0193,ID-SUP-055,AIR,ONLINE,MY,IDR,6644509.36,966399.05,600625.07,Confirmed
ID-BK-0025703,2025-05-09,2025-05-21,ID-CUST-0044,ID-SUP-019,AIR,ONLINE,US,IDR,4210362.58,529772.22,460904.39,Confirmed
ID-BK-0025704,2025-05-29,2025-06-13,ID-CUST-0227,ID-SUP-035,AIR,MANUAL,US,IDR,6308068.91,816780.59,522685.93,Confirmed
ID-BK-0025705,2024-09-04,2024-09-13,ID-CUST-0032,ID-SUP-012,AIR,ONLINE,SG,IDR,13791854.36,1148985.77,887881.88,Confirmed
ID-BK-0025706,2026-05-02,2026-05-20,ID-CUST-0116,ID-SUP-016,AIR,MANUAL,SG,IDR,12690257.37,873429.79,647807.09,Confirmed
ID-BK-0025707,2024-11-07,2024-12-18,ID-CUST-0160,ID-SUP-038,HOTEL,MANUAL,JP,IDR,5207859.05,784063.54,661219.16,Confirmed
ID-BK-0025708,2025-12-13,2026-01-01,ID-CUST-0094,ID-SUP-022,HOTEL,ONLINE,MY,IDR,3493926.77,551072.85,478098.04,Confirmed
ID-BK-0025709,2025-01-25,2025-02-03,ID-CUST-0233,ID-SUP-024,HOTEL,MANUAL,MY,IDR,13820715.35,2106714.19,1258894.18,Confirmed
ID-BK-0025710,2024-09-13,2024-10-03,ID-CUST-0120,ID-SUP-068,AIR,ONLINE,GB,IDR,25339778.64,2878616.96,2198031.49,Confirmed
ID-BK-0025711,2025-08-23,2025-09-04,ID-CUST-0216,ID-SUP-031,HOTEL,MANUAL,GB,IDR,4003936.09,297902.31,200426.45,Confirmed
ID-BK-0025712,2024-12-08,2025-01-06,ID-CUST-0038,ID-SUP-052,AIR,MANUAL,VN,IDR,5500800.25,550988.06,475589.31,Confirmed
ID-BK-0025713,2026-01-11,2026-01-30,ID-CUST-0097,ID-SUP-015,AIR,MANUAL,GB,IDR,10137581.91,713787.0,582188.05,Confirmed
ID-BK-0025714,2025-12-03,2025-12-19,ID-CUST-0235,ID-SUP-067,AIR,MANUAL,CN,IDR,19154754.03,-1863369.3,-1543215.45,Refunded
ID-BK-0025715,2024-10-08,2024-12-09,ID-CUST-0039,ID-SUP-013,HOTEL,ONLINE,US,IDR,14641922.48,908152.44,547236.24,Confirmed
ID-BK-0025716,2025-11-05,2025-11-11,ID-CUST-0159,ID-SUP-005,HOTEL,ONLINE,JP,IDR,5488750.07,481194.71,413706.25,Confirmed
ID-BK-0025717,2026-01-31,2026-02-24,ID-CUST-0179,ID-SUP-042,AIR,ONLINE,ID,IDR,4611510.42,427710.49,257462.79,Confirmed
ID-BK-0025718,2024-11-14,2024-11-22,ID-CUST-0092,ID-SUP-023,AIR,MANUAL,ID,IDR,10128988.67,857455.9,629227.29,Confirmed
ID-BK-0025719,2026-04-26,2026-05-17,ID-CUST-0033,ID-SUP-007,AIR,MANUAL,VN,IDR,29883923.11,3511834.24,2418629.1,Confirmed
ID-BK-0025720,2024-10-09,2024-10-25,ID-CUST-0089,ID-SUP-061,HOTEL,ONLINE,CN,IDR,13781003.44,1638130.15,1000851.59,Confirmed
ID-BK-0025721,2026-07-13,2026-07-28,ID-CUST-0135,ID-SUP-061,AIR,MANUAL,CN,IDR,7300432.17,557804.25,394895.72,Confirmed
ID-BK-0025722,2026-03-04,2026-03-10,ID-CUST-0172,ID-SUP-013,HOTEL,ONLINE,JP,IDR,21934464.49,2159483.71,1494870.46,Confirmed
ID-BK-0025723,2024-12-24,2025-01-29,ID-CUST-0072,ID-SUP-022,AIR,ONLINE,MY,IDR,11783474.32,1710725.07,1155230.47,Confirmed
ID-BK-0025724,2025-05-08,2025-05-15,ID-CUST-0255,ID-SUP-056,HOTEL,ONLINE,JP,IDR,30744745.98,3304881.37,2876270.18,Confirmed
ID-BK-0025725,2025-09-01,2025-09-08,ID-CUST-0065,ID-SUP-004,HOTEL,MANUAL,AU,IDR,4116033.32,334540.77,293387.48,Confirmed
ID-BK-0025726,2025-07-07,2025-07-19,ID-CUST-0223,ID-SUP-009,HOTEL,ONLINE,JP,IDR,8807559.58,769098.67,490721.5,Confirmed
ID-BK-0025727,2026-08-09,2026-09-02,ID-CUST-0159,ID-SUP-019,AIR,ONLINE,VN,IDR,1647467.25,137278.03,117453.56,Confirmed
ID-BK-0025728,2024-10-29,2024-12-03,ID-CUST-0052,ID-SUP-003,AIR,MANUAL,AU,IDR,12415777.8,1378002.16,906104.64,Confirmed
ID-BK-0025729,2026-02-26,2026-03-15,ID-CUST-0238,ID-SUP-013,AIR,MANUAL,JP,IDR,16414346.89,2591724.79,1962938.14,Confirmed
ID-BK-0025730,2026-05-15,2026-05-28,ID-CUST-0061,ID-SUP-061,AIR,ONLINE,CN,IDR,25643070.41,3054420.47,1871837.22,Confirmed
ID-BK-0025731,2025-09-04,2025-09-13,ID-CUST-0013,ID-SUP-004,HOTEL,ONLINE,US,IDR,8770710.32,607230.74,362166.74,Confirmed
ID-BK-0025732,2025-01-14,2025-01-30,ID-CUST-0158,ID-SUP-034,GROUND,MANUAL,VN,IDR,18132899.34,1605116.37,1371566.97,Confirmed
ID-BK-0025733,2025-05-29,2025-06-09,ID-CUST-0070,ID-SUP-053,GROUND,ONLINE,US,IDR,3488259.02,419967.28,247573.81,Confirmed
ID-BK-0025734,2026-06-26,2026-07-13,ID-CUST-0073,ID-SUP-023,AIR,MANUAL,JP,IDR,29546547.71,3651773.16,2709566.1,Confirmed
ID-BK-0025735,2025-12-18,2026-01-05,ID-CUST-0028,ID-SUP-006,AIR,MANUAL,JP,IDR,17521750.24,2129545.03,1774157.62,Confirmed
ID-BK-0025736,2025-09-24,2025-09-28,ID-CUST-0199,ID-SUP-054,HOTEL,ONLINE,US,IDR,7791686.78,554291.89,377423.26,Confirmed
ID-BK-0025737,2025-09-14,2025-10-18,ID-CUST-0208,ID-SUP-001,GROUND,MANUAL,VN,IDR,9301243.63,1053360.6,609996.26,Confirmed
ID-BK-0025738,2026-05-28,2026-06-07,ID-CUST-0116,ID-SUP-053,AIR,MANUAL,US,IDR,18323828.06,1293484.66,1111085.09,Confirmed
ID-BK-0025739,2025-06-15,2025-06-17,ID-CUST-0198,ID-SUP-058,AIR,ONLINE,JP,IDR,38594604.46,4893774.3,3244886.13,Confirmed
ID-BK-0025740,2026-06-10,2026-06-21,ID-CUST-0073,ID-SUP-063,AIR,ONLINE,JP,IDR,37752263.05,3945474.92,2227233.11,Confirmed
ID-BK-0025741,2025-12-18,2025-12-22,ID-CUST-0021,ID-SUP-063,HOTEL,MANUAL,AU,IDR,6261783.08,570742.63,408908.13,Confirmed
ID-BK-0025742,2025-02-12,2025-02-28,ID-CUST-0185,ID-SUP-036,HOTEL,ONLINE,VN,IDR,15205151.14,1767090.18,988894.76,Confirmed
ID-BK-0025743,2024-12-25,2025-01-12,ID-CUST-0204,ID-SUP-036,GROUND,ONLINE,ID,IDR,2762713.24,249399.25,137651.46,Confirmed
ID-BK-0025744,2025-08-21,2025-09-06,ID-CUST-0006,ID-SUP-039,HOTEL,MANUAL,SG,IDR,21181666.47,1698738.98,1304822.45,Confirmed
ID-BK-0025745,2025-12-20,2025-12-25,ID-CUST-0243,ID-SUP-048,OTHER,MANUAL,CN,IDR,37535548.23,2579073.22,1872762.38,Confirmed
ID-BK-0025746,2025-08-29,2025-09-10,ID-CUST-0225,ID-SUP-024,HOTEL,MANUAL,VN,IDR,5111811.83,480925.51,375772.31,Confirmed
ID-BK-0025747,2025-02-04,2025-03-07,ID-CUST-0133,ID-SUP-049,HOTEL,ONLINE,JP,IDR,15345840.02,1106892.88,966258.16,Confirmed
ID-BK-0025748,2026-04-13,2026-05-03,ID-CUST-0085,ID-SUP-011,AIR,ONLINE,SG,IDR,31840822.93,3686071.73,2280587.28,Confirmed
ID-BK-0025749,2024-09-15,2024-09-20,ID-CUST-0151,ID-SUP-042,AIR,MANUAL,US,IDR,14022574.97,1104691.85,784624.5,Confirmed
ID-BK-0025750,2024-09-01,2024-09-19,ID-CUST-0155,ID-SUP-014,GROUND,ONLINE,US,IDR,5157372.36,345941.41,228818.02,Confirmed
ID-BK-0025751,2026-04-21,2026-05-15,ID-CUST-0092,ID-SUP-024,OTHER,MANUAL,CN,IDR,11999417.58,1846588.06,1470522.38,Confirmed
ID-BK-0025752,2025-03-01,2025-03-27,ID-CUST-0163,ID-SUP-033,AIR,ONLINE,US,IDR,31807684.91,4414942.52,2899598.51,Confirmed
ID-BK-0025753,2025-12-15,2026-01-19,ID-CUST-0011,ID-SUP-022,HOTEL,ONLINE,GB,IDR,36263705.11,2317888.57,1632325.51,Confirmed
ID-BK-0025754,2025-07-30,2025-08-10,ID-CUST-0219,ID-SUP-051,GROUND,ONLINE,US,IDR,21183732.5,2749074.39,2232824.55,Confirmed
ID-BK-0025755,2026-01-24,2026-02-02,ID-CUST-0086,ID-SUP-068,HOTEL,ONLINE,ID,IDR,23350402.15,3050479.95,2655699.53,Confirmed
ID-BK-0025756,2026-07-26,2026-08-07,ID-CUST-0004,ID-SUP-054,HOTEL,MANUAL,TH,IDR,41504520.62,3876180.68,2302396.62,Confirmed
ID-BK-0025757,2025-02-26,2025-02-28,ID-CUST-0105,ID-SUP-016,GROUND,ONLINE,TH,IDR,9528052.57,722802.98,611826.73,Confirmed
ID-BK-0025758,2025-12-22,2026-01-02,ID-CUST-0147,ID-SUP-053,AIR,MANUAL,GB,IDR,14550184.48,1003847.61,760187.03,Confirmed
ID-BK-0025759,2025-05-26,2025-05-30,ID-CUST-0075,ID-SUP-052,GROUND,MANUAL,MY,IDR,7838606.18,1021418.68,719664.41,Confirmed
ID-BK-0025760,2024-09-18,2024-10-12,ID-CUST-0129,ID-SUP-031,AIR,MANUAL,AU,IDR,2900756.17,176229.8,116638.96,Confirmed
ID-BK-0025761,2025-10-10,2025-10-22,ID-CUST-0132,ID-SUP-067,AIR,ONLINE,MY,IDR,4039249.56,317359.7,270678.44,Confirmed
ID-BK-0025762,2025-10-08,2025-11-18,ID-CUST-0216,ID-SUP-067,HOTEL,MANUAL,TH,IDR,28620662.2,4285729.17,2654557.36,Confirmed
ID-BK-0025763,2026-08-27,2026-09-02,ID-CUST-0164,ID-SUP-014,HOTEL,MANUAL,SG,IDR,15629186.65,0.0,0.0,Cancelled
ID-BK-0025764,2025-02-21,2025-03-05,ID-CUST-0144,ID-SUP-064,OTHER,ONLINE,JP,IDR,2348031.69,223523.07,178653.78,Confirmed
ID-BK-0025765,2025-09-15,2025-10-08,ID-CUST-0113,ID-SUP-007,AIR,ONLINE,ID,IDR,24198775.27,2353733.47,1610418.1,Confirmed
ID-BK-0025766,2024-11-03,2024-11-11,ID-CUST-0226,ID-SUP-053,HOTEL,ONLINE,MY,IDR,49011441.65,7318329.93,4422399.09,Confirmed
ID-BK-0025767,2025-02-15,2025-03-16,ID-CUST-0110,ID-SUP-026,AIR,MANUAL,SG,IDR,9741187.16,782364.17,641352.85,Confirmed
ID-BK-0025768,2024-09-15,2024-10-04,ID-CUST-0167,ID-SUP-046,AIR,ONLINE,SG,IDR,17365522.74,2131021.62,1228775.22,Confirmed
ID-BK-0025769,2026-01-06,2026-02-17,ID-CUST-0158,ID-SUP-064,HOTEL,ONLINE,VN,IDR,14863395.15,1127833.46,655605.5,Confirmed
ID-BK-0025770,2026-02-05,2026-02-15,ID-CUST-0224,ID-SUP-062,AIR,ONLINE,AU,IDR,13393235.07,2063924.74,1671026.49,Confirmed
ID-BK-0025771,2025-02-22,2025-03-22,ID-CUST-0144,ID-SUP-013,AIR,MANUAL,VN,IDR,8150944.21,1279638.95,876814.64,Confirmed
ID-BK-0025772,2025-04-11,2025-04-30,ID-CUST-0231,ID-SUP-043,AIR,ONLINE,US,IDR,6649725.1,568168.65,424442.8,Confirmed
ID-BK-0025773,2025-10-05,2025-10-18,ID-CUST-0250,ID-SUP-047,AIR,ONLINE,MY,IDR,2912168.68,354853.17,243718.54,Confirmed
ID-BK-0025774,2025-04-08,2025-05-13,ID-CUST-0123,ID-SUP-039,AIR,MANUAL,ID,IDR,11145759.58,1246724.85,863424.5,Confirmed
ID-BK-0025775,2026-01-27,2026-02-06,ID-CUST-0251,ID-SUP-029,AIR,ONLINE,SG,IDR,8223641.92,1121612.11,758917.43,Confirmed
ID-BK-0025776,2025-08-01,2025-08-18,ID-CUST-0189,ID-SUP-070,OTHER,MANUAL,AU,IDR,15659295.42,1484174.17,905499.22,Confirmed
ID-BK-0025777,2026-04-19,2026-05-12,ID-CUST-0149,ID-SUP-026,GROUND,ONLINE,US,IDR,29279357.74,4336178.94,3010374.71,Confirmed
ID-BK-0025778,2026-04-11,2026-05-03,ID-CUST-0259,ID-SUP-001,GROUND,ONLINE,US,IDR,20275521.94,2225093.06,1591416.42,Confirmed
ID-BK-0025779,2025-03-31,2025-04-25,ID-CUST-0209,ID-SUP-018,HOTEL,ONLINE,VN,IDR,48859894.56,3816967.72,3325234.86,Confirmed
ID-BK-0025780,2024-09-12,2024-09-26,ID-CUST-0079,ID-SUP-040,GROUND,ONLINE,VN,IDR,2293692.36,332109.72,214564.75,Confirmed
ID-BK-0025781,2025-08-20,2025-08-29,ID-CUST-0252,ID-SUP-016,AIR,ONLINE,GB,IDR,15640763.42,2353458.05,1802931.05,Confirmed
ID-BK-0025782,2024-11-17,2024-12-23,ID-CUST-0202,ID-SUP-060,OTHER,ONLINE,AU,IDR,21202034.77,2307039.09,1789063.02,Confirmed
ID-BK-0025783,2025-12-20,2025-12-24,ID-CUST-0090,ID-SUP-066,HOTEL,ONLINE,GB,IDR,6207871.51,530731.98,426407.3,Confirmed
ID-BK-0025784,2026-04-24,2026-05-14,ID-CUST-0081,ID-SUP-037,GROUND,ONLINE,JP,IDR,20967208.88,3003367.41,1789419.85,Confirmed
ID-BK-0025785,2026-02-22,2026-03-31,ID-CUST-0102,ID-SUP-022,HOTEL,MANUAL,JP,IDR,65524163.22,7016990.92,5331179.76,Confirmed
ID-BK-0025786,2025-12-19,2026-01-31,ID-CUST-0127,ID-SUP-026,HOTEL,ONLINE,MY,IDR,11782080.15,1356073.7,851366.07,Confirmed
ID-BK-0025787,2025-04-20,2025-05-10,ID-CUST-0058,ID-SUP-049,AIR,MANUAL,TH,IDR,26132605.29,1589992.2,1275919.56,Confirmed
ID-BK-0025788,2024-11-19,2024-11-28,ID-CUST-0102,ID-SUP-012,HOTEL,ONLINE,MY,IDR,12076892.69,1431362.95,867286.59,Confirmed
ID-BK-0025789,2026-04-16,2026-05-13,ID-CUST-0195,ID-SUP-031,AIR,ONLINE,AU,IDR,13698295.3,1813757.92,1307140.8,Confirmed
ID-BK-0025790,2026-03-02,2026-04-12,ID-CUST-0178,ID-SUP-059,AIR,ONLINE,VN,IDR,13375967.6,1948759.62,1692678.17,Confirmed
ID-BK-0025791,2025-12-13,2026-01-06,ID-CUST-0185,ID-SUP-065,AIR,MANUAL,ID,IDR,5156730.53,626638.16,404426.55,Confirmed
ID-BK-0025792,2025-07-17,2025-07-28,ID-CUST-0172,ID-SUP-008,GROUND,ONLINE,ID,IDR,19587124.33,2435551.95,1527393.76,Confirmed
ID-BK-0025793,2025-07-03,2025-08-09,ID-CUST-0145,ID-SUP-039,HOTEL,ONLINE,US,IDR,2621352.56,246606.11,188927.32,Confirmed
ID-BK-0025794,2026-06-01,2026-06-06,ID-CUST-0042,ID-SUP-012,AIR,ONLINE,MY,IDR,18023228.95,0.0,0.0,Cancelled
ID-BK-0025795,2025-10-31,2025-11-17,ID-CUST-0128,ID-SUP-049,GROUND,MANUAL,TH,IDR,4604183.93,648370.5,407903.55,Confirmed
ID-BK-0025796,2025-04-02,2025-04-26,ID-CUST-0147,ID-SUP-040,AIR,ONLINE,US,IDR,3650545.89,219617.15,144831.08,Confirmed
ID-BK-0025797,2025-12-03,2025-12-14,ID-CUST-0227,ID-SUP-010,AIR,ONLINE,ID,IDR,7930267.53,855937.01,646672.11,Confirmed
ID-BK-0025798,2026-07-12,2026-07-21,ID-CUST-0255,ID-SUP-067,AIR,ONLINE,VN,IDR,12500551.99,1211175.2,998863.49,Confirmed
ID-BK-0025799,2025-06-28,2025-08-03,ID-CUST-0179,ID-SUP-014,HOTEL,ONLINE,VN,IDR,5580697.33,476601.28,297721.96,Confirmed
ID-BK-0025800,2025-12-10,2025-12-18,ID-CUST-0035,ID-SUP-067,AIR,MANUAL,SG,IDR,54400974.14,3695947.68,2913610.85,Confirmed
ID-BK-0025801,2025-01-27,2025-01-31,ID-CUST-0207,ID-SUP-019,HOTEL,MANUAL,SG,IDR,7686938.12,1060154.94,890676.05,Confirmed
ID-BK-0025802,2024-11-24,2024-12-08,ID-CUST-0001,ID-SUP-009,AIR,ONLINE,GB,IDR,8530318.45,549295.92,439500.54,Confirmed
ID-BK-0025803,2025-01-01,2025-01-27,ID-CUST-0093,ID-SUP-046,GROUND,MANUAL,ID,IDR,11851023.46,1578505.71,1361249.36,Confirmed
ID-BK-0025804,2026-03-16,2026-04-09,ID-CUST-0144,ID-SUP-014,OTHER,ONLINE,MY,IDR,10812096.5,1398570.97,1147401.81,Confirmed
ID-BK-0025805,2026-05-06,2026-05-19,ID-CUST-0171,ID-SUP-007,HOTEL,ONLINE,VN,IDR,16132964.99,1277115.02,1107240.68,Confirmed
ID-BK-0025806,2025-08-26,2025-09-09,ID-CUST-0075,ID-SUP-059,GROUND,ONLINE,VN,IDR,19935696.85,3015889.36,1748984.67,Confirmed
ID-BK-0025807,2024-09-03,2024-10-12,ID-CUST-0044,ID-SUP-069,HOTEL,MANUAL,MY,IDR,10244262.77,1611142.58,891166.36,Confirmed
ID-BK-0025808,2024-11-10,2024-11-11,ID-CUST-0103,ID-SUP-035,HOTEL,MANUAL,CN,IDR,16265513.94,0.0,0.0,Cancelled
ID-BK-0025809,2026-06-24,2026-07-23,ID-CUST-0154,ID-SUP-035,GROUND,ONLINE,ID,IDR,2473709.99,300245.25,186235.78,Confirmed
ID-BK-0025810,2025-12-23,2026-01-12,ID-CUST-0059,ID-SUP-062,AIR,MANUAL,US,IDR,17138748.18,2112660.96,1212761.31,Confirmed
ID-BK-0025811,2025-04-29,2025-05-06,ID-CUST-0192,ID-SUP-056,AIR,ONLINE,VN,IDR,10350733.51,1021828.47,733571.38,Confirmed
ID-BK-0025812,2025-12-11,2025-12-31,ID-CUST-0117,ID-SUP-004,AIR,ONLINE,GB,IDR,24222153.76,2850726.85,2326184.85,Confirmed
ID-BK-0025813,2025-12-25,2026-01-05,ID-CUST-0248,ID-SUP-014,AIR,ONLINE,CN,IDR,10039613.94,923322.35,627627.67,Confirmed
ID-BK-0025814,2025-03-14,2025-03-24,ID-CUST-0225,ID-SUP-039,HOTEL,MANUAL,TH,IDR,6412511.17,494068.09,430518.04,Confirmed
ID-BK-0025815,2025-04-13,2025-04-23,ID-CUST-0237,ID-SUP-059,OTHER,ONLINE,JP,IDR,2323409.48,144796.5,118149.0,Confirmed
