booking_id,booking_date,travel_date,customer_id,supplier_id,product_type,booking_channel,destination_country,currency,booking_value,revenue,cost,booking_status,agent_id
MY-B00049143,2025-05-29,2025-06-05,MY-C0152,MY-S0058,Hotel,Online,MY,MYR,2916.02,414.18,307.86,Confirmed,AG001
MY-B00049144,2024-12-04,2024-12-29,MY-C0184,MY-S0040,Hotel,Online,US,MYR,1316.23,83.72,70.29,Confirmed,AG001
MY-B00049145,2024-09-22,2024-10-22,MY-C0293,MY-S0029,Air,Offline,US,MYR,4966.87,625.27,525.84,Confirmed,
MY-B00049146,2025-07-18,2025-07-20,MY-C0269,MY-S0005,Air,Online,CN,MYR,199.62,28.28,17.99,Confirmed,AG002
MY-B00049147,2025-09-02,2025-09-19,MY-C0208,MY-S0020,Hotel,Offline,JP,MYR,576.74,0.0,0.0,Cancelled,AG002
MY-B00049148,2025-07-28,2025-08-22,MY-C0055,MY-S0005,Air,Offline,VN,MYR,8012.35,1245.07,716.07,Confirmed,AG001
MY-B00049149,2026-05-30,2026-06-05,MY-C0315,MY-S0075,Hotel,Online,CN,MYR,4656.1,280.94,218.23,Confirmed,
MY-B00049150,2026-06-30,2026-07-09,MY-C0286,MY-S0025,Ground,Offline,US,MYR,2487.97,374.5,244.13,Confirmed,
MY-B00049151,2024-11-28,2024-12-11,MY-C0157,MY-S0055,Hotel,Offline,TH,MYR,1546.25,98.0,55.68,Confirmed,
MY-B00049152,2025-03-21,2025-03-29,MY-C0256,MY-S0069,Air,Online,TH,MYR,6035.87,753.45,478.14,Confirmed,AG004
MY-B00049153,2025-09-01,2025-10-05,MY-C0050,MY-S0027,Air,Online,US,MYR,4065.35,444.01,313.5,Confirmed,AG003
MY-B00049154,2025-06-20,2025-07-01,MY-C0242,MY-S0012,Air,Online,JP,MYR,1324.08,169.33,143.64,Confirmed,AG002
MY-B00049155,2025-07-16,2025-08-04,MY-C0042,MY-S0036,Ground,Offline,SG,MYR,659.36,73.63,55.41,Confirmed,AG002
MY-B00049156,2026-01-30,2026-02-17,MY-C0062,MY-S0010,Ground,Online,ID,MYR,891.4,74.56,43.52,Confirmed,AG003
MY-B00049157,2025-01-10,2025-01-25,MY-C0232,MY-S0027,Air,Offline,VN,MYR,2040.61,319.25,189.28,Confirmed,
MY-B00049158,2026-04-27,2026-05-03,MY-C0153,MY-S0007,Air,Online,US,MYR,1803.6,259.1,158.86,Confirmed,AG003
MY-B00049159,2025-03-13,2025-04-29,MY-C0148,MY-S0058,Hotel,Online,VN,MYR,3581.81,356.68,269.82,Confirmed,
MY-B00049160,2025-05-13,2025-05-16,MY-C0085,MY-S0029,Air,Offline,ID,MYR,1674.91,195.81,155.39,Confirmed,AG002
MY-B00049161,2025-02-09,2025-02-18,MY-C0032,MY-S0032,Hotel,Online,JP,MYR,597.0,59.59,44.65,Confirmed,AG003
MY-B00049162,2025-12-05,2025-12-31,MY-C0254,MY-S0013,Air,Offline,ID,MYR,4201.06,577.14,320.24,Confirmed,
MY-B00049163,2026-01-21,2026-03-04,MY-C0220,MY-S0062,Air,Offline,AU,MYR,783.12,61.57,52.22,Confirmed,AG004
MY-B00049164,2025-11-30,2025-12-22,MY-C0254,MY-S0034,Air,Online,AU,MYR,2081.62,324.06,186.92,Confirmed,AG002
MY-B00049165,2025-08-27,2025-09-14,MY-C0102,MY-S0052,Hotel,Online,AU,MYR,5204.78,785.57,482.49,Confirmed,AG005
MY-B00049166,2025-04-10,2025-04-11,MY-C0171,MY-S0021,Ground,Offline,MY,MYR,3554.52,437.62,317.68,Confirmed,AG001
MY-B00049167,2026-01-16,2026-01-25,MY-C0258,MY-S0002,Air,Offline,SG,MYR,4818.15,-691.04,-483.34,Refunded,AG001
MY-B00049168,2024-11-26,2024-12-06,MY-C0114,MY-S0033,Air,Online,AU,MYR,1866.32,172.66,126.94,Confirmed,AG005
MY-B00049169,2025-04-16,2025-05-15,MY-C0037,MY-S0013,Air,Offline,ID,MYR,3725.91,341.1,283.01,Confirmed,AG005
MY-B00049170,2026-01-12,2026-01-28,MY-C0123,MY-S0024,Hotel,Online,SG,MYR,448.84,45.23,37.14,Confirmed,AG005
MY-B00049171,2026-01-19,2026-01-21,MY-C0261,MY-S0033,Air,Online,ID,MYR,4695.79,591.41,385.34,Confirmed,AG005
MY-B00049172,2025-03-15,2025-05-10,MY-C0002,MY-S0053,Air,Offline,TH,MYR,1106.09,146.84,121.72,Confirmed,
MY-B00049173,2025-05-08,2025-05-26,MY-C0042,MY-S0026,Air,Offline,SG,MYR,13269.63,2078.38,1762.19,Confirmed,AG001
MY-B00049174,2025-04-21,2025-05-11,MY-C0037,MY-S0011,Air,Online,TH,MYR,2982.86,335.43,195.64,Confirmed,AG002
MY-B00049175,2026-06-10,2026-06-21,MY-C0034,MY-S0045,Air,Offline,SG,MYR,20601.68,2667.08,2199.89,Confirmed,AG004
MY-B00049176,2025-10-23,2025-11-11,MY-C0024,MY-S0075,Hotel,Online,ID,MYR,1434.94,151.64,112.85,Confirmed,
MY-B00049177,2024-11-26,2024-12-04,MY-C0220,MY-S0012,Air,Online,SG,MYR,5168.17,704.72,419.6,Confirmed,AG004
MY-B00049178,2024-12-27,2025-01-07,MY-C0158,MY-S0002,Air,Online,AU,MYR,1759.05,265.08,216.22,Confirmed,AG001
MY-B00049179,2024-10-21,2024-10-25,MY-C0209,MY-S0073,Air,Online,GB,MYR,2132.77,311.76,211.43,Confirmed,AG004
MY-B00049180,2025-02-24,2025-03-09,MY-C0167,MY-S0011,Air,Online,ID,MYR,412.34,34.82,29.6,Confirmed,AG003
MY-B00049181,2025-02-10,2025-03-03,MY-C0018,MY-S0037,Other,Online,GB,MYR,5613.02,647.89,357.11,Confirmed,
MY-B00049182,2025-07-23,2025-07-30,MY-C0138,MY-S0054,Hotel,Online,AU,MYR,2517.03,325.0,190.24,Confirmed,AG004
MY-B00049183,2026-02-28,2026-03-10,MY-C0212,MY-S0034,Air,Offline,US,MYR,1609.84,99.09,58.68,Confirmed,
MY-B00049184,2026-06-04,2026-06-11,MY-C0019,MY-S0001,Hotel,Offline,CN,MYR,6472.01,702.86,610.22,Confirmed,
MY-B00049185,2025-10-13,2025-10-21,MY-C0299,MY-S0023,Hotel,Offline,AU,MYR,1926.51,283.98,200.45,Confirmed,AG004
MY-B00049186,2026-03-18,2026-03-22,MY-C0224,MY-S0042,Air,Offline,MY,MYR,3557.26,216.83,139.08,Confirmed,
MY-B00049187,2025-12-23,2025-12-26,MY-C0060,MY-S0046,Ground,Online,VN,MYR,4563.17,686.54,381.93,Confirmed,
MY-B00049188,2025-04-20,2025-05-08,MY-C0025,MY-S0005,Air,Online,VN,MYR,3021.87,216.47,143.24,Confirmed,AG002
MY-B00049189,2025-11-21,2025-12-19,MY-C0203,MY-S0011,Air,Online,VN,MYR,2419.39,162.86,107.16,Confirmed,
MY-B00049190,2025-04-09,2025-04-30,MY-C0041,MY-S0030,Hotel,Offline,AU,MYR,585.96,69.21,56.87,Confirmed,
MY-B00049191,2025-04-14,2025-05-05,MY-C0260,MY-S0042,Air,Offline,SG,MYR,1409.74,133.09,103.13,Confirmed,AG004
MY-B00049192,2026-08-22,2026-09-17,MY-C0232,MY-S0064,Other,Online,JP,MYR,2243.76,240.35,172.75,Confirmed,AG004
MY-B00049193,2026-06-27,2026-07-06,MY-C0222,MY-S0006,Air,Online,VN,MYR,2137.46,181.26,157.39,Confirmed,AG005
MY-B00049194,2025-12-21,2025-12-25,MY-C0210,MY-S0053,Air,Online,VN,MYR,860.66,110.5,69.03,Confirmed,AG002
MY-B00049195,2025-11-07,2025-11-17,MY-C0316,MY-S0034,Air,Online,US,MYR,1892.56,179.94,103.85,Confirmed,AG003
MY-B00049196,2026-01-14,2026-02-16,MY-C0302,MY-S0041,Ground,Offline,ID,MYR,4586.29,428.12,336.96,Confirmed,AG003
MY-B00049197,2026-03-04,2026-03-14,MY-C0208,MY-S0072,Other,Online,VN,MYR,511.38,50.94,33.71,Confirmed,AG003
MY-B00049198,2024-10-11,2024-10-15,MY-C0123,MY-S0077,Hotel,Online,VN,MYR,501.9,35.97,27.57,Confirmed,
MY-B00049199,2025-05-20,2025-06-19,MY-C0112,MY-S0053,Air,Online,US,MYR,1789.18,285.93,220.61,Confirmed,
MY-B00049200,2024-11-16,2024-12-02,MY-C0054,MY-S0037,Other,Offline,JP,MYR,5160.74,675.31,525.55,Confirmed,AG001
MY-B00049201,2025-09-22,2025-10-01,MY-C0006,MY-S0054,Hotel,Offline,VN,MYR,2141.73,269.88,170.13,Confirmed,AG004
MY-B00049202,2025-04-03,2025-04-09,MY-C0129,MY-S0045,Air,Offline,SG,MYR,1254.01,193.31,133.03,Confirmed,
MY-B00049203,2025-04-29,2025-06-07,MY-C0020,MY-S0005,Air,Online,US,MYR,2211.53,296.01,200.5,Confirmed,
MY-B00049204,2026-05-08,2026-05-30,MY-C0083,MY-S0005,Air,Offline,AU,MYR,5743.39,470.1,387.48,Confirmed,
MY-B00049205,2025-01-27,2025-02-17,MY-C0060,MY-S0062,Air,Online,MY,MYR,928.92,134.6,109.2,Confirmed,AG003
MY-B00049206,2026-06-27,2026-06-30,MY-C0184,MY-S0027,Air,Offline,US,MYR,341.34,37.16,23.14,Confirmed,
MY-B00049207,2025-07-05,2025-08-04,MY-C0226,MY-S0003,Hotel,Offline,CN,MYR,2114.19,144.76,121.07,Confirmed,AG001
MY-B00049208,2025-01-18,2025-01-20,MY-C0086,MY-S0076,Hotel,Offline,TH,MYR,1735.6,135.79,113.52,Confirmed,
MY-B00049209,2024-12-14,2025-01-05,MY-C0250,MY-S0043,Hotel,Offline,CN,MYR,471.5,59.22,44.61,Confirmed,
MY-B00049210,2026-02-04,2026-02-12,MY-C0033,MY-S0027,Air,Offline,TH,MYR,1715.67,205.29,176.08,Confirmed,
MY-B00049211,2026-06-21,2026-06-30,MY-C0282,MY-S0073,Air,Online,JP,MYR,3442.5,304.59,266.35,Confirmed,AG003
MY-B00049212,2026-06-01,2026-06-13,MY-C0029,MY-S0029,Air,Online,TH,MYR,2921.76,309.71,250.1,Confirmed,AG001
MY-B00049213,2025-01-03,2025-01-17,MY-C0104,MY-S0026,Air,Offline,GB,MYR,2609.7,246.02,155.58,Confirmed,AG002
MY-B00049214,2026-06-04,2026-06-28,MY-C0091,MY-S0065,Hotel,Offline,JP,MYR,1442.56,96.23,64.07,Confirmed,
MY-B00049215,2025-02-12,2025-03-01,MY-C0220,MY-S0021,Ground,Online,AU,MYR,3507.51,228.81,167.9,Confirmed,
MY-B00049216,2025-08-01,2025-08-03,MY-C0299,MY-S0029,Air,Online,MY,MYR,1001.64,147.73,126.98,Confirmed,
MY-B00049217,2024-09-05,2024-10-19,MY-C0153,MY-S0079,Ground,Online,AU,MYR,5954.97,799.35,442.86,Confirmed,
MY-B00049218,2025-03-08,2025-03-13,MY-C0116,MY-S0011,Air,Online,VN,MYR,4406.69,463.14,343.89,Confirmed,AG004
MY-B00049219,2025-04-22,2025-04-28,MY-C0115,MY-S0061,Air,Offline,SG,MYR,1201.15,147.82,104.27,Confirmed,
MY-B00049220,2026-07-31,2026-08-05,MY-C0217,MY-S0004,Other,Offline,CN,MYR,1370.92,140.83,97.64,Confirmed,AG003
MY-B00049221,2025-03-23,2025-04-24,MY-C0269,MY-S0069,Air,Offline,ID,MYR,3477.63,-394.3,-297.85,Refunded,AG003
MY-B00049222,2025-03-21,2025-03-31,MY-C0279,MY-S0073,Air,Online,CN,MYR,1517.91,123.94,94.62,Confirmed,AG001
MY-B00049223,2025-03-19,2025-03-28,MY-C0310,MY-S0026,Air,Offline,JP,MYR,1481.68,233.14,167.46,Confirmed,
MY-B00049224,2025-03-04,2025-04-13,MY-C0209,MY-S0005,Air,Online,US,MYR,2173.48,215.34,152.47,Confirmed,
MY-B00049225,2025-09-30,2025-10-16,MY-C0218,MY-S0061,Air,Online,CN,MYR,1514.7,111.37,62.34,Confirmed,
MY-B00049226,2025-01-29,2025-02-03,MY-C0111,MY-S0022,Air,Online,ID,MYR,4187.97,629.43,489.92,Confirmed,AG003
MY-B00049227,2025-04-01,2025-06-04,MY-C0104,MY-S0062,Air,Online,CN,MYR,3710.81,460.5,391.73,Confirmed,
MY-B00049228,2025-09-24,2025-10-15,MY-C0101,MY-S0075,Hotel,Online,GB,MYR,3227.84,219.43,173.58,Confirmed,AG004
MY-B00049229,2026-03-07,2026-03-23,MY-C0132,MY-S0064,Other,Offline,MY,MYR,1654.96,132.13,99.04,Confirmed,AG003
MY-B00049230,2024-11-18,2024-12-14,MY-C0320,MY-S0007,Air,Online,VN,MYR,1594.86,221.71,170.95,Confirmed,
MY-B00049231,2025-05-13,2025-05-15,MY-C0007,MY-S0012,Air,Online,SG,MYR,3014.96,0.0,0.0,Cancelled,AG002
MY-B00049232,2025-10-22,2025-10-30,MY-C0214,MY-S0027,Air,Online,ID,MYR,4349.98,608.89,497.14,Confirmed,
MY-B00049233,2026-07-02,2026-07-14,MY-C0280,MY-S0049,Hotel,Online,JP,MYR,1303.22,111.01,85.49,Confirmed,AG001
MY-B00049234,2026-07-21,2026-08-05,MY-C0150,MY-S0004,Other,Offline,GB,MYR,6652.65,471.2,311.43,Confirmed,AG004
MY-B00049235,2026-05-30,2026-06-26,MY-C0039,MY-S0065,Hotel,Online,MY,MYR,501.88,50.18,39.22,Confirmed,
MY-B00049236,2025-09-04,2025-09-23,MY-C0117,MY-S0077,Hotel,Online,ID,MYR,1896.06,284.21,238.68,Confirmed,
MY-B00049237,2024-11-11,2024-11-26,MY-C0179,MY-S0047,Hotel,Offline,CN,MYR,1079.23,149.7,121.09,Confirmed,AG001
MY-B00049238,2026-08-06,2026-09-12,MY-C0284,MY-S0069,Air,Offline,CN,MYR,995.39,106.15,90.77,Confirmed,AG001
MY-B00049239,2025-11-28,2025-12-03,MY-C0298,MY-S0048,Hotel,Offline,US,MYR,2448.94,368.25,278.93,Confirmed,AG003
MY-B00049240,2026-06-24,2026-07-07,MY-C0123,MY-S0033,Air,Offline,SG,MYR,527.58,36.29,26.97,Confirmed,AG004
MY-B00049241,2026-07-05,2026-08-16,MY-C0291,MY-S0045,Air,Online,SG,MYR,1088.37,108.23,88.55,Confirmed,AG001
MY-B00049242,2026-04-02,2026-04-08,MY-C0244,MY-S0012,Air,Online,GB,MYR,2304.98,346.28,250.27,Confirmed,AG002
MY-B00049243,2025-07-04,2025-08-16,MY-C0037,MY-S0059,Air,Offline,ID,MYR,20285.48,1752.89,1363.5,Confirmed,
MY-B00049244,2025-11-18,2025-12-04,MY-C0279,MY-S0074,Hotel,Offline,ID,MYR,3221.82,362.93,229.55,Confirmed,AG003
MY-B00049245,2026-01-18,2026-02-14,MY-C0148,MY-S0006,Air,Online,SG,MYR,669.73,88.01,72.14,Confirmed,
MY-B00049246,2026-06-05,2026-06-15,MY-C0301,MY-S0080,Hotel,Online,TH,MYR,1004.14,75.62,55.62,Confirmed,AG002
MY-B00049247,2025-02-13,2025-03-27,MY-C0206,MY-S0073,Air,Online,MY,MYR,1397.97,148.61,106.85,Confirmed,AG003
MY-B00049248,2025-10-11,2025-11-16,MY-C0227,MY-S0042,Air,Offline,JP,MYR,8807.1,1218.63,940.29,Confirmed,
MY-B00049249,2025-11-09,2025-11-12,MY-C0150,MY-S0012,Air,Online,JP,MYR,3907.46,568.65,373.91,Confirmed,AG002
MY-B00049250,2025-01-30,2025-02-07,MY-C0011,MY-S0037,Other,Offline,MY,MYR,818.38,99.85,71.61,Confirmed,
MY-B00049251,2025-06-21,2025-07-07,MY-C0134,MY-S0045,Air,Offline,JP,MYR,6712.68,963.61,567.4,Confirmed,AG003
MY-B00049252,2026-07-08,2026-07-24,MY-C0056,MY-S0053,Air,Offline,CN,MYR,8373.36,994.77,577.84,Confirmed,
MY-B00049253,2024-09-12,2024-10-17,MY-C0139,MY-S0053,Air,Offline,US,MYR,6924.99,679.25,495.12,Confirmed,AG001
MY-B00049254,2025-09-02,2025-09-11,MY-C0073,MY-S0018,Ground,Online,JP,MYR,2631.25,237.71,161.84,Confirmed,
MY-B00049255,2025-11-19,2025-12-09,MY-C0170,MY-S0006,Air,Online,AU,MYR,1119.31,165.67,143.57,Confirmed,
MY-B00049256,2026-06-25,2026-07-15,MY-C0296,MY-S0034,Air,Online,SG,MYR,778.56,51.64,39.05,Confirmed,AG002
MY-B00049257,2025-03-26,2025-05-10,MY-C0052,MY-S0056,Other,Online,ID,MYR,1910.53,189.34,162.31,Confirmed,AG001
MY-B00049258,2025-06-14,2025-06-27,MY-C0153,MY-S0002,Air,Online,GB,MYR,2041.06,287.77,182.91,Confirmed,AG004
MY-B00049259,2024-10-29,2024-11-13,MY-C0166,MY-S0078,Ground,Offline,TH,MYR,925.08,126.86,86.25,Confirmed,
MY-B00049260,2025-05-04,2025-05-29,MY-C0275,MY-S0070,Hotel,Offline,MY,MYR,964.19,123.12,71.28,Confirmed,AG002
MY-B00049261,2026-08-30,2026-09-02,MY-C0127,MY-S0056,Other,Online,AU,MYR,5745.03,916.61,539.57,Confirmed,
MY-B00049262,2026-03-14,2026-04-29,MY-C0298,MY-S0022,Air,Offline,AU,MYR,720.49,48.49,32.9,Confirmed,
MY-B00049263,2025-07-10,2025-07-18,MY-C0001,MY-S0009,Hotel,Online,SG,MYR,2763.42,424.93,249.18,Confirmed,AG002
MY-B00049264,2025-12-08,2025-12-10,MY-C0298,MY-S0060,Air,Online,MY,MYR,801.02,128.09,78.77,Confirmed,AG003
MY-B00049265,2026-08-06,2026-10-24,MY-C0083,MY-S0020,Hotel,Online,CN,MYR,7892.0,695.6,576.43,Confirmed,AG003
MY-B00049266,2025-07-18,2025-09-05,MY-C0208,MY-S0009,Hotel,Online,GB,MYR,1287.63,109.83,82.05,Confirmed,
MY-B00049267,2025-04-04,2025-04-21,MY-C0290,MY-S0062,Air,Online,US,MYR,4110.14,629.63,383.64,Confirmed,
MY-B00049268,2026-06-04,2026-07-03,MY-C0260,MY-S0011,Air,Offline,TH,MYR,3706.48,502.24,293.9,Confirmed,AG003
MY-B00049269,2026-05-14,2026-05-16,MY-C0141,MY-S0069,Air,Online,CN,MYR,2809.35,392.77,271.61,Confirmed,
MY-B00049270,2025-09-13,2025-09-19,MY-C0177,MY-S0051,Other,Offline,GB,MYR,3587.47,455.97,277.9,Confirmed,AG004
MY-B00049271,2024-09-09,2024-09-18,MY-C0081,MY-S0006,Air,Online,CN,MYR,2211.69,-173.89,-128.15,Refunded,
MY-B00049272,2024-09-10,2024-09-16,MY-C0034,MY-S0007,Air,Online,SG,MYR,1314.75,197.65,170.91,Confirmed,AG004
MY-B00049273,2024-11-25,2024-12-22,MY-C0076,MY-S0060,Air,Offline,JP,MYR,7792.35,1178.74,651.33,Confirmed,
MY-B00049274,2026-01-20,2026-02-18,MY-C0162,MY-S0002,Air,Online,GB,MYR,552.77,78.06,52.41,Confirmed,AG001
MY-B00049275,2025-01-07,2025-01-28,MY-C0002,MY-S0013,Air,Offline,GB,MYR,1305.76,178.91,129.65,Confirmed,AG001
MY-B00049276,2024-10-17,2024-11-06,MY-C0099,MY-S0012,Air,Offline,ID,MYR,2183.74,151.35,122.79,Confirmed,AG004
MY-B00049277,2026-01-11,2026-01-30,MY-C0139,MY-S0005,Air,Offline,US,MYR,1777.19,209.58,127.0,Confirmed,AG004
MY-B00049278,2025-08-18,2025-09-02,MY-C0067,MY-S0062,Air,Offline,VN,MYR,2157.13,146.18,119.12,Confirmed,AG002
MY-B00049279,2025-09-23,2025-10-24,MY-C0055,MY-S0039,Air,Offline,AU,MYR,2720.77,433.44,301.72,Confirmed,AG005
MY-B00049280,2025-01-19,2025-01-22,MY-C0168,MY-S0046,Ground,Offline,SG,MYR,894.77,120.66,79.5,Confirmed,AG003
MY-B00049281,2025-02-04,2025-02-23,MY-C0137,MY-S0032,Hotel,Online,MY,MYR,1141.53,125.48,87.57,Confirmed,
MY-B00049282,2025-02-24,2025-03-04,MY-C0281,MY-S0060,Air,Offline,ID,MYR,822.63,67.64,50.37,Confirmed,AG002
MY-B00049283,2025-12-15,2026-01-01,MY-C0295,MY-S0077,Hotel,Online,ID,MYR,2159.71,247.0,208.22,Confirmed,
MY-B00049284,2026-08-17,2026-09-08,MY-C0236,MY-S0012,Air,Online,ID,MYR,1765.65,265.59,155.29,Confirmed,AG004
MY-B00049285,2026-07-01,2026-07-23,MY-C0273,MY-S0073,Air,Online,TH,MYR,3785.69,478.28,326.15,Confirmed,AG001
MY-B00049286,2024-11-22,2024-12-21,MY-C0029,MY-S0036,Ground,Online,GB,MYR,1986.87,309.78,230.67,Confirmed,AG002
MY-B00049287,2026-01-10,2026-01-27,MY-C0028,MY-S0022,Air,Offline,SG,MYR,1751.87,151.96,86.67,Confirmed,
MY-B00049288,2026-03-08,2026-04-04,MY-C0151,MY-S0059,Air,Online,MY,MYR,6411.29,824.08,709.3,Confirmed,
MY-B00049289,2024-09-30,2024-10-08,MY-C0186,MY-S0039,Air,Offline,MY,MYR,132.87,17.81,10.3,Confirmed,AG002
MY-B00049290,2025-12-10,2025-12-25,MY-C0223,MY-S0014,Ground,Online,US,MYR,3891.92,567.68,419.5,Confirmed,AG002
MY-B00049291,2025-07-22,2025-08-14,MY-C0293,MY-S0046,Ground,Online,TH,MYR,1720.17,179.34,153.48,Confirmed,
MY-B00049292,2025-01-21,2025-02-08,MY-C0094,MY-S0039,Air,Online,TH,MYR,1924.89,0.0,0.0,Cancelled,AG002
MY-B00049293,2026-03-31,2026-05-09,MY-C0284,MY-S0008,Ground,Online,JP,MYR,1885.57,284.14,203.66,Confirmed,
MY-B00049294,2026-07-15,2026-07-15,MY-C0223,MY-S0076,Hotel,Online,ID,MYR,2669.52,212.04,182.06,Confirmed,AG005
MY-B00049295,2025-11-11,2025-11-14,MY-C0042,MY-S0069,Air,Online,VN,MYR,3445.06,288.2,175.85,Confirmed,AG002
MY-B00049296,2025-01-26,2025-01-27,MY-C0101,MY-S0079,Ground,Online,ID,MYR,2123.92,237.97,151.17,Confirmed,
MY-B00049297,2025-07-11,2025-08-05,MY-C0082,MY-S0061,Air,Offline,SG,MYR,585.2,77.41,52.81,Confirmed,AG002
MY-B00049298,2025-09-12,2025-10-14,MY-C0053,MY-S0029,Air,Online,GB,MYR,1452.58,163.97,110.85,Confirmed,
MY-B00049299,2026-06-21,2026-07-02,MY-C0170,MY-S0052,Hotel,Online,SG,MYR,1896.49,141.58,99.0,Confirmed,AG005
MY-B00049300,2026-04-01,2026-04-26,MY-C0104,MY-S0061,Air,Offline,ID,MYR,2974.15,296.77,256.82,Confirmed,AG003
MY-B00049301,2026-01-03,2026-01-11,MY-C0147,MY-S0027,Air,Online,GB,MYR,4294.97,334.98,192.79,Confirmed,AG002
MY-B00049302,2026-03-12,2026-03-28,MY-C0049,MY-S0049,Hotel,Online,GB,MYR,7559.22,934.63,533.88,Confirmed,
MY-B00049303,2026-01-20,2026-02-06,MY-C0232,MY-S0034,Air,Offline,VN,MYR,2902.29,254.74,146.11,Confirmed,AG002
MY-B00049304,2025-04-22,2025-04-30,MY-C0046,MY-S0006,Air,Online,JP,MYR,2515.13,-155.92,-104.85,Refunded,AG001
MY-B00049305,2024-12-07,2024-12-18,MY-C0031,MY-S0060,Air,Online,VN,MYR,546.58,68.95,50.29,Confirmed,AG001
MY-B00049306,2026-05-06,2026-05-19,MY-C0033,MY-S0058,Hotel,Offline,GB,MYR,3108.35,299.22,260.88,Confirmed,AG003
MY-B00049307,2025-10-10,2025-10-22,MY-C0275,MY-S0008,Ground,Online,AU,MYR,2883.27,256.23,210.48,Confirmed,AG005
MY-B00049308,2026-08-04,2026-08-14,MY-C0026,MY-S0052,Hotel,Offline,AU,MYR,1974.31,174.47,112.75,Confirmed,AG002
MY-B00049309,2026-01-11,2026-01-25,MY-C0048,MY-S0007,Air,Online,SG,MYR,1130.93,150.72,102.83,Confirmed,AG005
MY-B00049310,2025-08-13,2025-09-15,MY-C0185,MY-S0073,Air,Online,CN,MYR,3624.79,244.92,167.51,Confirmed,
MY-B00049311,2025-12-17,2026-01-26,MY-C0013,MY-S0050,Other,Online,VN,MYR,2416.3,181.41,150.96,Confirmed,
MY-B00049312,2025-12-21,2025-12-26,MY-C0117,MY-S0074,Hotel,Online,VN,MYR,2034.33,215.96,143.34,Confirmed,
MY-B00049313,2026-08-18,2026-09-05,MY-C0071,MY-S0048,Hotel,Offline,US,MYR,2604.21,215.39,141.48,Confirmed,
MY-B00049314,2025-05-25,2025-06-24,MY-C0173,MY-S0042,Air,Offline,GB,MYR,839.42,112.18,72.73,Confirmed,AG003
MY-B00049315,2025-06-05,2025-07-30,MY-C0292,MY-S0033,Air,Online,JP,MYR,306.58,37.47,30.51,Confirmed,AG003
MY-B00049316,2025-05-17,2025-05-23,MY-C0164,MY-S0048,Hotel,Online,AU,MYR,5864.72,374.92,223.01,Confirmed,AG001
MY-B00049317,2024-11-18,2024-12-04,MY-C0317,MY-S0065,Hotel,Online,VN,MYR,2051.33,326.84,274.58,Confirmed,
MY-B00049318,2025-08-09,2025-08-30,MY-C0228,MY-S0069,Air,Online,SG,MYR,25721.85,2414.77,1669.69,Confirmed,AG003
MY-B00049319,2025-07-23,2025-08-13,MY-C0102,MY-S0013,Air,Offline,VN,MYR,1516.81,112.85,83.92,Confirmed,AG004
MY-B00049320,2025-01-22,2025-02-09,MY-C0207,MY-S0016,Ground,Online,TH,MYR,4539.94,461.41,344.28,Confirmed,
MY-B00049321,2026-04-19,2026-05-05,MY-C0280,MY-S0068,Hotel,Online,GB,MYR,2848.49,446.64,253.19,Confirmed,
MY-B00049322,2026-01-17,2026-01-21,MY-C0204,MY-S0060,Air,Online,CN,MYR,256.67,28.89,17.05,Confirmed,AG003
MY-B00049323,2025-02-24,2025-03-08,MY-C0062,MY-S0068,Hotel,Offline,JP,MYR,3458.43,0.0,0.0,Cancelled,AG004
MY-B00049324,2024-12-30,2025-02-06,MY-C0226,MY-S0034,Air,Offline,MY,MYR,329.65,23.72,19.23,Confirmed,AG004
MY-B00049325,2025-11-26,2025-12-28,MY-C0028,MY-S0048,Hotel,Online,ID,MYR,1253.75,131.71,104.63,Confirmed,AG004
MY-B00049326,2024-09-04,2024-09-09,MY-C0236,MY-S0001,Hotel,Online,GB,MYR,4527.71,-473.48,-311.94,Refunded,AG002
MY-B00049327,2024-12-20,2024-12-20,MY-C0088,MY-S0069,Air,Offline,MY,MYR,1069.0,-107.35,-77.66,Refunded,AG002
MY-B00049328,2025-07-18,2025-08-24,MY-C0211,MY-S0076,Hotel,Online,SG,MYR,3771.56,480.71,300.52,Confirmed,AG004
MY-B00049329,2026-08-25,2026-08-30,MY-C0277,MY-S0034,Air,Online,AU,MYR,1991.1,271.56,224.51,Confirmed,
MY-B00049330,2024-10-26,2024-11-15,MY-C0283,MY-S0068,Hotel,Online,US,MYR,1062.69,109.17,94.89,Confirmed,AG004
MY-B00049331,2025-09-21,2025-10-18,MY-C0074,MY-S0069,Air,Offline,GB,MYR,4901.62,553.74,369.57,Confirmed,AG002
MY-B00049332,2025-10-16,2025-10-28,MY-C0065,MY-S0018,Ground,Online,ID,MYR,2065.1,174.42,113.92,Confirmed,AG004
MY-B00049333,2025-03-03,2025-03-24,MY-C0087,MY-S0056,Other,Online,AU,MYR,2590.05,407.78,314.13,Confirmed,AG001
MY-B00049334,2025-09-15,2025-10-06,MY-C0239,MY-S0069,Air,Offline,SG,MYR,1823.59,164.88,123.15,Confirmed,
MY-B00049335,2025-12-07,2025-12-16,MY-C0070,MY-S0056,Other,Online,TH,MYR,2938.65,384.2,253.23,Confirmed,
MY-B00049336,2024-12-10,2024-12-22,MY-C0025,MY-S0022,Air,Online,VN,MYR,3959.18,-421.15,-271.94,Refunded,AG003
